Query	RS ID	Position	R2	D'	Gene Symbol	Gencode ID	Tissue	Non-effect Allele Freq	Effect Allele Freq	Effect Size	P-value
rs556437	rs7125115	chr11:118478330	0.14923770051042778	0.7331546422455514	RP11-158I9.8	ENSG00000278376.1	Cells - Cultured fibroblasts	G=0.64	A=0.36	0.316652	1.23208e-07
rs556437	rs7125115	chr11:118478330	0.14923770051042778	0.7331546422455514	PHLDB1	ENSG00000019144.18	Cells - Cultured fibroblasts	G=0.64	A=0.36	-0.133323	1.99262e-07
rs556437	rs7125115	chr11:118478330	0.14923770051042778	0.7331546422455514	RP11-158I9.8	ENSG00000278376.1	Brain - Anterior cingulate cortex (BA24)	G=0.64	A=0.36	0.30215	6.7638e-06
rs556437	rs7125115	chr11:118478330	0.14923770051042778	0.7331546422455514	TREHP1	ENSG00000255239.1	Pancreas	G=0.64	A=0.36	-0.470088	7.35036e-11
rs556437	rs7125115	chr11:118478330	0.14923770051042778	0.7331546422455514	RP11-158I9.8	ENSG00000278376.1	Pancreas	G=0.64	A=0.36	0.41927	1.6393e-08
rs556437	rs7125115	chr11:118478330	0.14923770051042778	0.7331546422455514	RP11-158I9.8	ENSG00000278376.1	Lung	G=0.64	A=0.36	0.361254	8.57554e-15
rs556437	rs7125115	chr11:118478330	0.14923770051042778	0.7331546422455514	AP002954.4	ENSG00000255422.1	Lung	G=0.64	A=0.36	0.355883	7.2779e-13
rs556437	rs7125115	chr11:118478330	0.14923770051042778	0.7331546422455514	RP11-158I9.8	ENSG00000278376.1	Brain - Putamen (basal ganglia)	G=0.64	A=0.36	0.337949	1.00257e-07
rs556437	rs7125115	chr11:118478330	0.14923770051042778	0.7331546422455514	RPL5P30	ENSG00000243431.1	Thyroid	G=0.64	A=0.36	0.161619	7.19609e-08
rs556437	rs7125115	chr11:118478330	0.14923770051042778	0.7331546422455514	TREH	ENSG00000118094.11	Thyroid	G=0.64	A=0.36	-0.252244	1.67086e-06
rs556437	rs7125115	chr11:118478330	0.14923770051042778	0.7331546422455514	RP11-158I9.8	ENSG00000278376.1	Thyroid	G=0.64	A=0.36	0.287201	7.2886e-12
rs556437	rs7125115	chr11:118478330	0.14923770051042778	0.7331546422455514	PHLDB1	ENSG00000019144.18	Thyroid	G=0.64	A=0.36	-0.150418	6.41253e-08
rs556437	rs7125115	chr11:118478330	0.14923770051042778	0.7331546422455514	RP11-158I9.8	ENSG00000278376.1	Brain - Spinal cord (cervical c-1)	G=0.64	A=0.36	0.427565	2.47635e-08
rs556437	rs7125115	chr11:118478330	0.14923770051042778	0.7331546422455514	RP11-158I9.8	ENSG00000278376.1	Brain - Substantia nigra	G=0.64	A=0.36	0.348545	1.23826e-05
rs556437	rs7125115	chr11:118478330	0.14923770051042778	0.7331546422455514	RPL5P30	ENSG00000243431.1	Esophagus - Mucosa	G=0.64	A=0.36	0.216857	4.36542e-06
rs556437	rs7125115	chr11:118478330	0.14923770051042778	0.7331546422455514	RP11-158I9.8	ENSG00000278376.1	Esophagus - Mucosa	G=0.64	A=0.36	0.33354	5.86755e-11
rs556437	rs7125115	chr11:118478330	0.14923770051042778	0.7331546422455514	RP11-158I9.8	ENSG00000278376.1	Ovary	G=0.64	A=0.36	0.356684	1.68022e-05
rs556437	rs7125115	chr11:118478330	0.14923770051042778	0.7331546422455514	RP11-158I9.8	ENSG00000278376.1	Breast - Mammary Tissue	G=0.64	A=0.36	0.393593	2.80844e-12
rs556437	rs7125115	chr11:118478330	0.14923770051042778	0.7331546422455514	AP002954.4	ENSG00000255422.1	Testis	G=0.64	A=0.36	-0.260842	2.16082e-07
rs556437	rs7125115	chr11:118478330	0.14923770051042778	0.7331546422455514	TREHP1	ENSG00000255239.1	Testis	G=0.64	A=0.36	-0.487318	1.80321e-09
rs556437	rs7125115	chr11:118478330	0.14923770051042778	0.7331546422455514	RP11-158I9.8	ENSG00000278376.1	Testis	G=0.64	A=0.36	0.289247	2.0665e-05
rs556437	rs7125115	chr11:118478330	0.14923770051042778	0.7331546422455514	RP11-158I9.8	ENSG00000278376.1	Adrenal Gland	G=0.64	A=0.36	0.384847	8.87203e-09
rs556437	rs7125115	chr11:118478330	0.14923770051042778	0.7331546422455514	RP11-158I9.8	ENSG00000278376.1	Brain - Frontal Cortex (BA9)	G=0.64	A=0.36	0.318377	8.35684e-06
rs556437	rs7125115	chr11:118478330	0.14923770051042778	0.7331546422455514	TREHP1	ENSG00000255239.1	Minor Salivary Gland	G=0.64	A=0.36	-0.466714	1.43889e-05
rs556437	rs7125115	chr11:118478330	0.14923770051042778	0.7331546422455514	AP002954.4	ENSG00000255422.1	Whole Blood	G=0.64	A=0.36	0.508347	1.57095e-29
rs556437	rs7125115	chr11:118478330	0.14923770051042778	0.7331546422455514	RP11-158I9.8	ENSG00000278376.1	Whole Blood	G=0.64	A=0.36	0.225463	4.19807e-07
rs556437	rs7125115	chr11:118478330	0.14923770051042778	0.7331546422455514	RP11-158I9.8	ENSG00000278376.1	Artery - Coronary	G=0.64	A=0.36	0.360572	5.12337e-06
rs556437	rs7125115	chr11:118478330	0.14923770051042778	0.7331546422455514	RP11-158I9.8	ENSG00000278376.1	Brain - Cerebellum	G=0.64	A=0.36	0.385515	2.96169e-08
rs556437	rs7125115	chr11:118478330	0.14923770051042778	0.7331546422455514	PHLDB1	ENSG00000019144.18	Brain - Cerebellum	G=0.64	A=0.36	-0.295374	1.96043e-07
rs556437	rs7125115	chr11:118478330	0.14923770051042778	0.7331546422455514	AP002954.4	ENSG00000255422.1	Spleen	G=0.64	A=0.36	0.34935	5.93566e-05
rs556437	rs7125115	chr11:118478330	0.14923770051042778	0.7331546422455514	RP11-158I9.8	ENSG00000278376.1	Spleen	G=0.64	A=0.36	0.337212	1.83979e-05
rs556437	rs7125115	chr11:118478330	0.14923770051042778	0.7331546422455514	RP11-158I9.8	ENSG00000278376.1	Brain - Hippocampus	G=0.64	A=0.36	0.36635	5.08629e-08
rs556437	rs7125115	chr11:118478330	0.14923770051042778	0.7331546422455514	RP11-158I9.8	ENSG00000278376.1	Heart - Left Ventricle	G=0.64	A=0.36	0.245636	2.40251e-05
rs556437	rs7125115	chr11:118478330	0.14923770051042778	0.7331546422455514	RP11-158I9.8	ENSG00000278376.1	Colon - Sigmoid	G=0.64	A=0.36	0.398362	1.02601e-12
rs556437	rs7125115	chr11:118478330	0.14923770051042778	0.7331546422455514	RP11-158I9.8	ENSG00000278376.1	Brain - Cerebellar Hemisphere	G=0.64	A=0.36	0.347646	4.02366e-07
rs556437	rs7125115	chr11:118478330	0.14923770051042778	0.7331546422455514	PHLDB1	ENSG00000019144.18	Brain - Cerebellar Hemisphere	G=0.64	A=0.36	-0.278456	1.35348e-05
rs556437	rs7125115	chr11:118478330	0.14923770051042778	0.7331546422455514	RP11-158I9.8	ENSG00000278376.1	Pituitary	G=0.64	A=0.36	0.328158	1.33224e-07
rs556437	rs7125115	chr11:118478330	0.14923770051042778	0.7331546422455514	RPL5P30	ENSG00000243431.1	Pituitary	G=0.64	A=0.36	0.280463	6.58525e-06
rs556437	rs7125115	chr11:118478330	0.14923770051042778	0.7331546422455514	RP11-158I9.8	ENSG00000278376.1	Esophagus - Gastroesophageal Junction	G=0.64	A=0.36	0.365866	3.42453e-11
rs556437	rs7125115	chr11:118478330	0.14923770051042778	0.7331546422455514	RP11-158I9.8	ENSG00000278376.1	Muscle - Skeletal	G=0.64	A=0.36	0.347822	1.70605e-20
rs556437	rs7125115	chr11:118478330	0.14923770051042778	0.7331546422455514	RP11-158I9.8	ENSG00000278376.1	Brain - Hypothalamus	G=0.64	A=0.36	0.271043	6.34523e-06
rs556437	rs7125115	chr11:118478330	0.14923770051042778	0.7331546422455514	RP11-158I9.8	ENSG00000278376.1	Adipose - Visceral (Omentum)	G=0.64	A=0.36	0.334226	1.13224e-11
rs556437	rs7125115	chr11:118478330	0.14923770051042778	0.7331546422455514	TREH	ENSG00000118094.11	Adipose - Visceral (Omentum)	G=0.64	A=0.36	-0.167389	2.85915e-07
rs556437	rs7125115	chr11:118478330	0.14923770051042778	0.7331546422455514	AP002954.4	ENSG00000255422.1	Adipose - Visceral (Omentum)	G=0.64	A=0.36	0.237187	1.13544e-05
rs556437	rs7125115	chr11:118478330	0.14923770051042778	0.7331546422455514	RP11-158I9.8	ENSG00000278376.1	Colon - Transverse	G=0.64	A=0.36	0.368087	1.49194e-09
rs556437	rs7125115	chr11:118478330	0.14923770051042778	0.7331546422455514	RP11-158I9.8	ENSG00000278376.1	Brain - Cortex	G=0.64	A=0.36	0.308631	5.77279e-06
rs556437	rs7125115	chr11:118478330	0.14923770051042778	0.7331546422455514	IFT46	ENSG00000118096.7	Esophagus - Muscularis	G=0.64	A=0.36	-0.156558	3.92605e-05
rs556437	rs7125115	chr11:118478330	0.14923770051042778	0.7331546422455514	RP11-158I9.8	ENSG00000278376.1	Esophagus - Muscularis	G=0.64	A=0.36	0.353133	4.81444e-14
rs556437	rs7125115	chr11:118478330	0.14923770051042778	0.7331546422455514	RP11-158I9.8	ENSG00000278376.1	Artery - Aorta	G=0.64	A=0.36	0.304804	1.05302e-10
rs556437	rs7125115	chr11:118478330	0.14923770051042778	0.7331546422455514	AP002954.4	ENSG00000255422.1	Adipose - Subcutaneous	G=0.64	A=0.36	0.253755	1.71326e-08
rs556437	rs7125115	chr11:118478330	0.14923770051042778	0.7331546422455514	PHLDB1	ENSG00000019144.18	Adipose - Subcutaneous	G=0.64	A=0.36	-0.0965468	5.1394e-05
rs556437	rs7125115	chr11:118478330	0.14923770051042778	0.7331546422455514	RP11-158I9.8	ENSG00000278376.1	Adipose - Subcutaneous	G=0.64	A=0.36	0.367419	4.22755e-16
rs556437	rs7125115	chr11:118478330	0.14923770051042778	0.7331546422455514	RP11-158I9.8	ENSG00000278376.1	Skin - Not Sun Exposed (Suprapubic)	G=0.64	A=0.36	0.381469	7.7552e-16
rs556437	rs7125115	chr11:118478330	0.14923770051042778	0.7331546422455514	RPL5P30	ENSG00000243431.1	Skin - Not Sun Exposed (Suprapubic)	G=0.64	A=0.36	0.147363	1.4935e-05
rs556437	rs7125115	chr11:118478330	0.14923770051042778	0.7331546422455514	RP11-158I9.8	ENSG00000278376.1	Brain - Caudate (basal ganglia)	G=0.64	A=0.36	0.340822	1.75113e-07
rs556437	rs7125115	chr11:118478330	0.14923770051042778	0.7331546422455514	RP11-158I9.8	ENSG00000278376.1	Prostate	G=0.64	A=0.36	0.353228	6.32882e-07
rs556437	rs7125115	chr11:118478330	0.14923770051042778	0.7331546422455514	RP11-158I9.8	ENSG00000278376.1	Brain - Nucleus accumbens (basal ganglia)	G=0.64	A=0.36	0.25107	1.0638e-05
rs556437	rs7125115	chr11:118478330	0.14923770051042778	0.7331546422455514	RPL5P30	ENSG00000243431.1	Nerve - Tibial	G=0.64	A=0.36	0.126247	0.000140629
rs556437	rs7125115	chr11:118478330	0.14923770051042778	0.7331546422455514	AP002954.3	ENSG00000255176.1	Nerve - Tibial	G=0.64	A=0.36	0.138015	1.76995e-05
rs556437	rs7125115	chr11:118478330	0.14923770051042778	0.7331546422455514	RP11-158I9.8	ENSG00000278376.1	Nerve - Tibial	G=0.64	A=0.36	0.397151	4.33618e-15
rs556437	rs7125115	chr11:118478330	0.14923770051042778	0.7331546422455514	RP11-158I9.8	ENSG00000278376.1	Artery - Tibial	G=0.64	A=0.36	0.282701	5.67312e-12
rs556437	rs7125115	chr11:118478330	0.14923770051042778	0.7331546422455514	RP11-158I9.8	ENSG00000278376.1	Brain - Amygdala	G=0.64	A=0.36	0.343093	2.83791e-07
rs556437	rs7125115	chr11:118478330	0.14923770051042778	0.7331546422455514	RP11-158I9.8	ENSG00000278376.1	Skin - Sun Exposed (Lower leg)	G=0.64	A=0.36	0.275844	2.74398e-09
rs556437	rs7125115	chr11:118478330	0.14923770051042778	0.7331546422455514	TREH	ENSG00000118094.11	Heart - Atrial Appendage	G=0.64	A=0.36	-0.249805	8.56447e-08
rs556437	rs7125115	chr11:118478330	0.14923770051042778	0.7331546422455514	RP11-158I9.8	ENSG00000278376.1	Heart - Atrial Appendage	G=0.64	A=0.36	0.342438	5.49378e-09
rs556437	rs7125115	chr11:118478330	0.14923770051042778	0.7331546422455514	RP11-158I9.8	ENSG00000278376.1	Stomach	G=0.64	A=0.36	0.259006	1.30702e-06
rs556437	rs12803321	chr11:118480115	0.1304688874921433	0.754054054054054	PHLDB1	ENSG00000019144.18	Cells - Cultured fibroblasts	G=0.683	C=0.317	-0.126887	1.05944e-06
rs556437	rs12803321	chr11:118480115	0.1304688874921433	0.754054054054054	RP11-158I9.8	ENSG00000278376.1	Cells - Cultured fibroblasts	G=0.683	C=0.317	0.240512	8.17224e-05
rs556437	rs12803321	chr11:118480115	0.1304688874921433	0.754054054054054	TREHP1	ENSG00000255239.1	Pancreas	G=0.683	C=0.317	-0.447214	1.78829e-09
rs556437	rs12803321	chr11:118480115	0.1304688874921433	0.754054054054054	RP11-158I9.8	ENSG00000278376.1	Pancreas	G=0.683	C=0.317	0.387469	4.0638e-07
rs556437	rs12803321	chr11:118480115	0.1304688874921433	0.754054054054054	AP002954.4	ENSG00000255422.1	Lung	G=0.683	C=0.317	0.356098	1.14414e-12
rs556437	rs12803321	chr11:118480115	0.1304688874921433	0.754054054054054	PHLDB1	ENSG00000019144.18	Lung	G=0.683	C=0.317	-0.106074	8.46204e-05
rs556437	rs12803321	chr11:118480115	0.1304688874921433	0.754054054054054	RP11-158I9.8	ENSG00000278376.1	Lung	G=0.683	C=0.317	0.280247	4.04474e-09
rs556437	rs12803321	chr11:118480115	0.1304688874921433	0.754054054054054	RP11-158I9.8	ENSG00000278376.1	Brain - Putamen (basal ganglia)	G=0.683	C=0.317	0.289706	8.35001e-06
rs556437	rs12803321	chr11:118480115	0.1304688874921433	0.754054054054054	TREH	ENSG00000118094.11	Thyroid	G=0.683	C=0.317	-0.251905	2.90735e-06
rs556437	rs12803321	chr11:118480115	0.1304688874921433	0.754054054054054	PHLDB1	ENSG00000019144.18	Thyroid	G=0.683	C=0.317	-0.147439	2.23107e-07
rs556437	rs12803321	chr11:118480115	0.1304688874921433	0.754054054054054	RP11-158I9.8	ENSG00000278376.1	Thyroid	G=0.683	C=0.317	0.255993	2.82976e-09
