Query	RS ID	Position	R2	D'	Gene Symbol	Gencode ID	Tissue	Non-effect Allele Freq	Effect Allele Freq	Effect Size	P-value
rs12675568	rs4840591	chr8:11781494	0.19001375236446977	0.7926601415862459	RP11-148O21.6	ENSG00000269954.1	Cells - Cultured fibroblasts	G=0.775	A=0.225	-0.205435	0.000114009
rs12675568	rs4840591	chr8:11781494	0.19001375236446977	0.7926601415862459	RP11-148O21.3	ENSG00000254774.1	Cells - Cultured fibroblasts	G=0.775	A=0.225	-0.211719	0.000184922
rs12675568	rs4840591	chr8:11781494	0.19001375236446977	0.7926601415862459	RP11-148O21.2	ENSG00000255354.1	Cells - Cultured fibroblasts	G=0.775	A=0.225	-0.238064	9.27366e-06
rs12675568	rs4840591	chr8:11781494	0.19001375236446977	0.7926601415862459	SUB1P1	ENSG00000227203.3	Thyroid	G=0.775	A=0.225	-0.242045	0.000165136
rs12675568	rs4840591	chr8:11781494	0.19001375236446977	0.7926601415862459	FDFT1	ENSG00000079459.12	Whole Blood	G=0.775	A=0.225	0.151335	2.48953e-05
rs12675568	rs56200666	chr8:11799966	0.10422609690393873	0.7453130527060489	RP11-252C15.1	ENSG00000254813.5	Testis	C=0.847	T=0.153	-0.457209	3.14214e-05
rs12675568	rs56200666	chr8:11799966	0.10422609690393873	0.7453130527060489	RP11-481A20.10	ENSG00000254507.2	Esophagus - Gastroesophageal Junction	C=0.847	T=0.153	-0.376232	4.06722e-06
rs12675568	rs56200666	chr8:11799966	0.10422609690393873	0.7453130527060489	NEIL2	ENSG00000154328.15	Colon - Transverse	C=0.847	T=0.153	-0.219907	1.58913e-05
rs12675568	rs56200666	chr8:11799966	0.10422609690393873	0.7453130527060489	RP11-481A20.10	ENSG00000254507.2	Esophagus - Muscularis	C=0.847	T=0.153	-0.320029	4.59044e-05
rs12675568	rs56200666	chr8:11799966	0.10422609690393873	0.7453130527060489	AF131215.9	ENSG00000269918.1	Skin - Sun Exposed (Lower leg)	C=0.847	T=0.153	-0.227	6.65611e-06
rs12675568	rs56200666	chr8:11799966	0.10422609690393873	0.7453130527060489	AF131215.2	ENSG00000255310.2	Skin - Sun Exposed (Lower leg)	C=0.847	T=0.153	-0.237503	2.83376e-05
rs12675568	rs62493302	chr8:11809062	0.21420308209275302	0.4806036069193964	FAM167A	ENSG00000154319.14	Cells - Cultured fibroblasts	G=0.491	A=0.509	0.11576	4.54944e-05
rs12675568	rs62493302	chr8:11809062	0.21420308209275302	0.4806036069193964	RP11-148O21.3	ENSG00000254774.1	Cells - Cultured fibroblasts	G=0.491	A=0.509	-0.250326	2.03487e-06
rs12675568	rs62493302	chr8:11809062	0.21420308209275302	0.4806036069193964	RP11-148O21.6	ENSG00000269954.1	Cells - Cultured fibroblasts	G=0.491	A=0.509	-0.257334	1.94087e-07
rs12675568	rs62493302	chr8:11809062	0.21420308209275302	0.4806036069193964	RP11-148O21.4	ENSG00000255518.1	Cells - Cultured fibroblasts	G=0.491	A=0.509	-0.216773	4.40532e-05
rs12675568	rs62493302	chr8:11809062	0.21420308209275302	0.4806036069193964	RP11-148O21.2	ENSG00000255354.1	Cells - Cultured fibroblasts	G=0.491	A=0.509	-0.266495	9.64394e-08
rs12675568	rs62493302	chr8:11809062	0.21420308209275302	0.4806036069193964	RP11-419I17.2	ENSG00000270154.1	Cells - Cultured fibroblasts	G=0.491	A=0.509	0.263157	3.36897e-05
rs12675568	rs62493302	chr8:11809062	0.21420308209275302	0.4806036069193964	FAM66A	ENSG00000227888.4	Brain - Anterior cingulate cortex (BA24)	G=0.491	A=0.509	0.533192	1.19037e-05
rs12675568	rs62493302	chr8:11809062	0.21420308209275302	0.4806036069193964	AF131215.9	ENSG00000269918.1	Thyroid	G=0.491	A=0.509	0.186972	9.09428e-07
rs12675568	rs62493302	chr8:11809062	0.21420308209275302	0.4806036069193964	TDH	ENSG00000154316.16	Thyroid	G=0.491	A=0.509	-0.162263	3.51106e-05
rs12675568	rs62493302	chr8:11809062	0.21420308209275302	0.4806036069193964	RP11-419I17.2	ENSG00000270154.1	Thyroid	G=0.491	A=0.509	0.197029	0.000105234
rs12675568	rs62493302	chr8:11809062	0.21420308209275302	0.4806036069193964	AF131215.9	ENSG00000269918.1	Esophagus - Mucosa	G=0.491	A=0.509	0.134004	2.11716e-05
rs12675568	rs62493302	chr8:11809062	0.21420308209275302	0.4806036069193964	FAM167A	ENSG00000154319.14	Esophagus - Mucosa	G=0.491	A=0.509	0.166247	8.62594e-05
rs12675568	rs62493302	chr8:11809062	0.21420308209275302	0.4806036069193964	RP11-481A20.10	ENSG00000254507.2	Brain - Cortex	G=0.491	A=0.509	0.378518	4.6135e-05
rs12675568	rs62493302	chr8:11809062	0.21420308209275302	0.4806036069193964	OR7E161P	ENSG00000206014.6	Nerve - Tibial	G=0.491	A=0.509	-0.204822	0.000161469
rs12675568	rs62493302	chr8:11809062	0.21420308209275302	0.4806036069193964	FDFT1	ENSG00000079459.12	Artery - Tibial	G=0.491	A=0.509	0.193706	1.00338e-07
rs12675568	rs62493302	chr8:11809062	0.21420308209275302	0.4806036069193964	AF131215.9	ENSG00000269918.1	Skin - Sun Exposed (Lower leg)	G=0.491	A=0.509	0.130944	0.000102109
rs12675568	rs62493302	chr8:11809062	0.21420308209275302	0.4806036069193964	AF131215.2	ENSG00000255310.2	Skin - Sun Exposed (Lower leg)	G=0.491	A=0.509	0.176768	2.86563e-06
